Service Item Type ID,StagingRef__c,Name,ServiceCompanyStagingRef__c,ServiceItemFamilyStagingRef__c,DivisionStagingRef__c,DeviceSizeStagingRef__c,BandTypeStagingRef__c,GroupTypeStagingRef__c,Apt_UK__BillDescription__c,Apt_UK__StartDate__c,Apt_UK__EndDate__c,Apt_UK__EligibleforanAgreedRate__c,Apt_UK__AvailableToSelectInWizard__c,ChargeType__c,NumberOfOccupants__c,ServiceItemTypeCategory__c,SurfaceWaterDrainage__c,AssessedCharge__c
SI0710,SI0710,SWW HH Legacy Unm Sew WaterCare NSW - Multi Occ Band 5 - Single,SWW,SIF052,SW01,,,,WaterCare Sewerage-Multi Occ NSW Band 5,2017/04/01,2025/10/01,No,0,,,,,
SI0711,SI0711,SWW HH Legacy Unm Sew WaterCare SWD - 1 Occ Band 1 - Dual,SWW,SIF053,SW01,,,,WaterCare Sewerage-One Person SWD Band 1,2017/04/01,2025/10/01,No,0,,,,,
SI0712,SI0712,SWW HH Legacy Unm Sew WaterCare SWD - 1 Occ Band 2 - Dual,SWW,SIF053,SW01,,,,WaterCare Sewerage-One Person SWD Band 2,2017/04/01,2025/10/01,No,0,,,,,
SI0713,SI0713,SWW HH Legacy Unm Sew WaterCare SWD - 1 Occ Band 3 - Dual,SWW,SIF053,SW01,,,,WaterCare Sewerage-One Person SWD Band 3,2017/04/01,2025/10/01,No,0,,,,,
SI0714,SI0714,SWW HH Legacy Unm Sew WaterCare SWD - 1 Occ Band 4 - Dual,SWW,SIF053,SW01,,,,WaterCare Sewerage-One Person SWD Band 4,2017/04/01,2025/10/01,No,0,,,,,
SI0715,SI0715,SWW HH Legacy Unm Sew WaterCare SWD - 1 Occ Band 5 - Dual,SWW,SIF053,SW01,,,,WaterCare Sewerage-One Person SWD Band 5,2017/04/01,2025/10/01,No,0,,,,,
SI0716,SI0716,SWW HH Legacy Unm Sew WaterCare SWD - 2 Occ Band 1 - Dual,SWW,SIF053,SW01,,,,WaterCare Sewerage-Two Person SWD Band 1,2017/04/01,2025/10/01,No,0,,,,,
SI0717,SI0717,SWW HH Legacy Unm Sew WaterCare SWD - 2 Occ Band 2 - Dual,SWW,SIF053,SW01,,,,WaterCare Sewerage-Two Person SWD Band 2,2017/04/01,2025/10/01,No,0,,,,,
SI0718,SI0718,SWW HH Legacy Unm Sew WaterCare SWD - 2 Occ Band 3 - Dual,SWW,SIF053,SW01,,,,WaterCare Sewerage-Two Person SWD Band 3,2017/04/01,2025/10/01,No,0,,,,,
SI0719,SI0719,SWW HH Legacy Unm Sew WaterCare SWD - 2 Occ Band 4 - Dual,SWW,SIF053,SW01,,,,WaterCare Sewerage-Two Person SWD Band 4,2017/04/01,2025/10/01,No,0,,,,,
SI0720,SI0720,SWW HH Legacy Unm Sew WaterCare SWD - 2 Occ Band 5 - Dual,SWW,SIF053,SW01,,,,WaterCare Sewerage-Two Person SWD Band 5,2017/04/01,2025/10/01,No,0,,,,,
SI0721,SI0721,SWW HH Legacy Unm Sew WaterCare SWD - Multi Occ Band 1 - Dual,SWW,SIF053,SW01,,,,WaterCare Sewerage-Multi Occ SWD Band 1,2017/04/01,2025/10/01,No,0,,,,,
SI0722,SI0722,SWW HH Legacy Unm Sew WaterCare SWD - Multi Occ Band 2 - Dual,SWW,SIF053,SW01,,,,WaterCare Sewerage-Multi Occ SWD Band 2,2017/04/01,2025/10/01,No,0,,,,,
SI0723,SI0723,SWW HH Legacy Unm Sew WaterCare SWD - Multi Occ Band 3 - Dual,SWW,SIF053,SW01,,,,WaterCare Sewerage-Multi Occ SWD Band 3,2017/04/01,2025/10/01,No,0,,,,,
SI0724,SI0724,SWW HH Legacy Unm Sew WaterCare SWD - Multi Occ Band 4 - Dual,SWW,SIF053,SW01,,,,WaterCare Sewerage-Multi Occ SWD Band 4,2017/04/01,2025/10/01,No,0,,,,,
SI0725,SI0725,SWW HH Legacy Unm Sew WaterCare SWD - Multi Occ Band 5 - Dual,SWW,SIF053,SW01,,,,WaterCare Sewerage-Multi Occ SWD Band 5,2017/04/01,2025/10/01,No,0,,,,,
SI0726,SI0726,SWW HH Legacy Unm Sew WaterCare SWD - 1 Occ Band 1 - Single,SWW,SIF054,SW01,,,,WaterCare Sewerage-One Person SWD Band 1,2017/04/01,2025/10/01,No,0,,,,,
SI0727,SI0727,SWW HH Legacy Unm Sew WaterCare SWD - 1 Occ Band 2 - Single,SWW,SIF054,SW01,,,,WaterCare Sewerage-One Person SWD Band 2,2017/04/01,2025/10/01,No,0,,,,,
SI0728,SI0728,SWW HH Legacy Unm Sew WaterCare SWD - 1 Occ Band 3 - Single,SWW,SIF054,SW01,,,,WaterCare Sewerage-One Person SWD Band 3,2017/04/01,2025/10/01,No,0,,,,,
SI0729,SI0729,SWW HH Legacy Unm Sew WaterCare SWD - 1 Occ Band 4 - Single,SWW,SIF054,SW01,,,,WaterCare Sewerage-One Person SWD Band 4,2017/04/01,2025/10/01,No,0,,,,,
SI0730,SI0730,SWW HH Legacy Unm Sew WaterCare SWD - 1 Occ Band 5 - Single,SWW,SIF054,SW01,,,,WaterCare Sewerage-One Person SWD Band 5,2017/04/01,2025/10/01,No,0,,,,,
SI0731,SI0731,SWW HH Legacy Unm Sew WaterCare SWD - 2 Occ Band 1 - Single,SWW,SIF054,SW01,,,,WaterCare Sewerage-Two Person SWD Band 1,2017/04/01,2025/10/01,No,0,,,,,
SI0732,SI0732,SWW HH Legacy Unm Sew WaterCare SWD - 2 Occ Band 2 - Single,SWW,SIF054,SW01,,,,WaterCare Sewerage-Two Person SWD Band 2,2017/04/01,2025/10/01,No,0,,,,,
SI0733,SI0733,SWW HH Legacy Unm Sew WaterCare SWD - 2 Occ Band 3 - Single,SWW,SIF054,SW01,,,,WaterCare Sewerage-Two Person SWD Band 3,2017/04/01,2025/10/01,No,0,,,,,
SI0734,SI0734,SWW HH Legacy Unm Sew WaterCare SWD - 2 Occ Band 4 - Single,SWW,SIF054,SW01,,,,WaterCare Sewerage-Two Person SWD Band 4,2017/04/01,2025/10/01,No,0,,,,,
SI0735,SI0735,SWW HH Legacy Unm Sew WaterCare SWD - 2 Occ Band 5 - Single,SWW,SIF054,SW01,,,,WaterCare Sewerage-Two Person SWD Band 5,2017/04/01,2025/10/01,No,0,,,,,
SI0736,SI0736,SWW HH Legacy Unm Sew WaterCare SWD - Multi Occ Band 1 - Single,SWW,SIF054,SW01,,,,WaterCare Sewerage-Multi Occ SWD Band 1,2017/04/01,2025/10/01,No,0,,,,,
SI0737,SI0737,SWW HH Legacy Unm Sew WaterCare SWD - Multi Occ Band 2 - Single,SWW,SIF054,SW01,,,,WaterCare Sewerage-Multi Occ SWD Band 2,2017/04/01,2025/10/01,No,0,,,,,
SI0738,SI0738,SWW HH Legacy Unm Sew WaterCare SWD - Multi Occ Band 3 - Single,SWW,SIF054,SW01,,,,WaterCare Sewerage-Multi Occ SWD Band 3,2017/04/01,2025/10/01,No,0,,,,,
SI0739,SI0739,SWW HH Legacy Unm Sew WaterCare SWD - Multi Occ Band 4 - Single,SWW,SIF054,SW01,,,,WaterCare Sewerage-Multi Occ SWD Band 4,2017/04/01,2025/10/01,No,0,,,,,
SI0740,SI0740,SWW HH Legacy Unm Sew WaterCare SWD - Multi Occ Band 5 - Single,SWW,SIF054,SW01,,,,WaterCare Sewerage-Multi Occ SWD Band 5,2017/04/01,2025/10/01,No,0,,,,,
SI0741,SI0741,SWW HH Legacy Unm Wat WaterCare - 1 Occ Band 1 - Dual,SWW,SIF063,SW01,,,,WaterCare Water - One person Band 1,2017/04/01,2025/10/01,No,0,,,,,
SI0742,SI0742,SWW HH Legacy Unm Wat WaterCare - 1 Occ Band 2 - Dual,SWW,SIF063,SW01,,,,WaterCare Water - One person Band 2,2017/04/01,2025/10/01,No,0,,,,,
SI0743,SI0743,SWW HH Legacy Unm Wat WaterCare - 1 Occ Band 3 - Dual,SWW,SIF063,SW01,,,,WaterCare Water - One person Band 3,2017/04/01,2025/10/01,No,0,,,,,
SI0744,SI0744,SWW HH Legacy Unm Wat WaterCare - 1 Occ Band 4 - Dual,SWW,SIF063,SW01,,,,WaterCare Water - One person Band 4,2017/04/01,2025/10/01,No,0,,,,,
SI0745,SI0745,SWW HH Legacy Unm Wat WaterCare - 1 Occ Band 5 - Dual,SWW,SIF063,SW01,,,,WaterCare Water - One person Band 5,2017/04/01,2025/10/01,No,0,,,,,
SI0746,SI0746,SWW HH Legacy Unm Wat WaterCare - 2 Occ Band 1 - Dual,SWW,SIF063,SW01,,,,WaterCare Water - Two Person Band 1,2017/04/01,2025/10/01,No,0,,,,,
SI0747,SI0747,SWW HH Legacy Unm Wat WaterCare - 2 Occ Band 2 - Dual,SWW,SIF063,SW01,,,,WaterCare Water - Two Person Band 2,2017/04/01,2025/10/01,No,0,,,,,
SI0748,SI0748,SWW HH Legacy Unm Wat WaterCare - 2 Occ Band 3 - Dual,SWW,SIF063,SW01,,,,WaterCare Water - Two Person Band 3,2017/04/01,2025/10/01,No,0,,,,,
SI0749,SI0749,SWW HH Legacy Unm Wat WaterCare - 2 Occ Band 4 - Dual,SWW,SIF063,SW01,,,,WaterCare Water - Two Person Band 4,2017/04/01,2025/10/01,No,0,,,,,
SI0750,SI0750,SWW HH Legacy Unm Wat WaterCare - 2 Occ Band 5 - Dual,SWW,SIF063,SW01,,,,WaterCare Water - Two Person Band 5,2017/04/01,2025/10/01,No,0,,,,,
SI0751,SI0751,SWW HH Legacy Unm Wat WaterCare - Multi Occ Band 1 - Dual,SWW,SIF063,SW01,,,,WaterCare Water - Multi Occ Band 1,2017/04/01,2025/10/01,No,0,,,,,
SI0752,SI0752,SWW HH Legacy Unm Wat WaterCare - Multi Occ Band 2 - Dual,SWW,SIF063,SW01,,,,WaterCare Water - Multi Occ Band 2,2017/04/01,2025/10/01,No,0,,,,,
SI0753,SI0753,SWW HH Legacy Unm Wat WaterCare - Multi Occ Band 3 - Dual,SWW,SIF063,SW01,,,,WaterCare Water - Multi Occ Band 3,2017/04/01,2025/10/01,No,0,,,,,
SI0754,SI0754,SWW HH Legacy Unm Wat WaterCare - Multi Occ Band 4 - Dual,SWW,SIF063,SW01,,,,WaterCare Water - Multi Occ Band 4,2017/04/01,2025/10/01,No,0,,,,,
SI0755,SI0755,SWW HH Legacy Unm Wat WaterCare - Multi Occ Band 5 - Dual,SWW,SIF063,SW01,,,,WaterCare Water - Multi Occ Band 5,2017/04/01,2025/10/01,No,0,,,,,
SI0756,SI0756,SWW HH Legacy Unm Wat WaterCare - 1 Occ Band 1 - Single,SWW,SIF064,SW01,,,,WaterCare Water - One person Band 1,2017/04/01,2025/10/01,No,0,,,,,
SI0757,SI0757,SWW HH Legacy Unm Wat WaterCare - 1 Occ Band 2 - Single,SWW,SIF064,SW01,,,,WaterCare Water - One person Band 2,2017/04/01,2025/10/01,No,0,,,,,
SI0758,SI0758,SWW HH Legacy Unm Wat WaterCare - 1 Occ Band 3 - Single,SWW,SIF064,SW01,,,,WaterCare Water - One person Band 3,2017/04/01,2025/10/01,No,0,,,,,
SI0759,SI0759,SWW HH Legacy Unm Wat WaterCare - 1 Occ Band 4 - Single,SWW,SIF064,SW01,,,,WaterCare Water - One person Band 4,2017/04/01,2025/10/01,No,0,,,,,
SI0760,SI0760,SWW HH Legacy Unm Wat WaterCare - 1 Occ Band 5 - Single,SWW,SIF064,SW01,,,,WaterCare Water - One person Band 5,2017/04/01,2025/10/01,No,0,,,,,
SI0761,SI0761,SWW HH Legacy Unm Wat WaterCare - 2 Occ Band 1 - Single,SWW,SIF064,SW01,,,,WaterCare Water - Two Person Band 1,2017/04/01,2025/10/01,No,0,,,,,
SI0762,SI0762,SWW HH Legacy Unm Wat WaterCare - 2 Occ Band 2 - Single,SWW,SIF064,SW01,,,,WaterCare Water - Two Person Band 2,2017/04/01,2025/10/01,No,0,,,,,
SI0763,SI0763,SWW HH Legacy Unm Wat WaterCare - 2 Occ Band 3 - Single,SWW,SIF064,SW01,,,,WaterCare Water - Two Person Band 3,2017/04/01,2025/10/01,No,0,,,,,
SI0764,SI0764,SWW HH Legacy Unm Wat WaterCare - 2 Occ Band 4 - Single,SWW,SIF064,SW01,,,,WaterCare Water - Two Person Band 4,2017/04/01,2025/10/01,No,0,,,,,
SI0765,SI0765,SWW HH Legacy Unm Wat WaterCare - 2 Occ Band 5 - Single,SWW,SIF064,SW01,,,,WaterCare Water - Two Person Band 5,2017/04/01,2025/10/01,No,0,,,,,
SI0766,SI0766,SWW HH Legacy Unm Wat WaterCare - Multi Occ Band 1 - Single,SWW,SIF064,SW01,,,,WaterCare Water - Multi Occ Band 1,2017/04/01,2025/10/01,No,0,,,,,
SI0767,SI0767,SWW HH Legacy Unm Wat WaterCare - Multi Occ Band 2 - Single,SWW,SIF064,SW01,,,,WaterCare Water - Multi Occ Band 2,2017/04/01,2025/10/01,No,0,,,,,
SI0768,SI0768,SWW HH Legacy Unm Wat WaterCare - Multi Occ Band 3 - Single,SWW,SIF064,SW01,,,,WaterCare Water - Multi Occ Band 3,2017/04/01,2025/10/01,No,0,,,,,
SI0769,SI0769,SWW HH Legacy Unm Wat WaterCare - Multi Occ Band 4 - Single,SWW,SIF064,SW01,,,,WaterCare Water - Multi Occ Band 4,2017/04/01,2025/10/01,No,0,,,,,
SI0770,SI0770,SWW HH Legacy Unm Wat WaterCare - Multi Occ Band 5 - Single,SWW,SIF064,SW01,,,,WaterCare Water - Multi Occ Band 5,2017/04/01,2025/10/01,No,0,,,,,
SI0771,SI0771,SWW HH Legacy Meas Sew WaterCare RTS NSW - Band 1,SWW,SIF026,SW01,,,,95%,2017/04/01,2025/10/01,No,0,,,,,
SI0772,SI0772,SWW HH Legacy Meas Sew WaterCare RTS NSW - Band 2,SWW,SIF026,SW01,,,,95%,2017/04/01,2025/10/01,No,0,,,,,
SI0773,SI0773,SWW HH Legacy Meas Sew WaterCare RTS NSW - Band 3,SWW,SIF026,SW01,,,,95%,2017/04/01,2025/10/01,No,0,,,,,
SI0774,SI0774,SWW HH Legacy Meas Sew WaterCare RTS NSW - Band 4,SWW,SIF026,SW01,,,,95%,2017/04/01,2025/10/01,No,0,,,,,
SI0775,SI0775,SWW HH Legacy Meas Sew WaterCare RTS NSW - Band 5,SWW,SIF026,SW01,,,,95%,2017/04/01,2025/10/01,No,0,,,,,
SI0776,SI0776,SWW HH Legacy Meas Sew WaterCare RTS SWD - Band 1,SWW,SIF027,SW01,,,,95%,2017/04/01,2025/10/01,No,0,,,,,
SI0777,SI0777,SWW HH Legacy Meas Sew WaterCare RTS SWD - Band 2,SWW,SIF027,SW01,,,,95%,2017/04/01,2025/10/01,No,0,,,,,
SI0778,SI0778,SWW HH Legacy Meas Sew WaterCare RTS SWD - Band 3,SWW,SIF027,SW01,,,,95%,2017/04/01,2025/10/01,No,0,,,,,
SI0779,SI0779,SWW HH Legacy Meas Sew WaterCare RTS SWD - Band 4,SWW,SIF027,SW01,,,,95%,2017/04/01,2025/10/01,No,0,,,,,
SI0780,SI0780,SWW HH Legacy Meas Sew WaterCare RTS SWD - Band 5,SWW,SIF027,SW01,,,,95%,2017/04/01,2025/10/01,No,0,,,,,
SI0781,SI0781,IOS HH Legacy Meas Sew WaterCare Fixed NSW - Band 1 - Dual,SWW,SIF153,IS01,,,,WaterCare Sew 2 Standing Charge Band 1,2020/04/01,2025/10/01,No,0,,,,,
SI0782,SI0782,IOS HH Legacy Meas Sew WaterCare Fixed NSW - Band 2 - Dual,SWW,SIF153,IS01,,,,WaterCare Sew 2 Standing Charge Band 2,2020/04/01,2025/10/01,No,0,,,,,
SI0783,SI0783,IOS HH Legacy Meas Sew WaterCare Fixed NSW - Band 3 - Dual,SWW,SIF153,IS01,,,,WaterCare Sew 2 Standing Charge Band 3,2020/04/01,2025/10/01,No,0,,,,,
SI0784,SI0784,IOS HH Legacy Meas Sew WaterCare Fixed NSW - Band 4 - Dual,SWW,SIF153,IS01,,,,WaterCare Sew 2 Standing Charge Band 4,2020/04/01,2025/10/01,No,0,,,,,
SI0785,SI0785,IOS HH Legacy Meas Sew WaterCare Fixed NSW - Band 5 - Dual,SWW,SIF153,IS01,,,,WaterCare Sew 2 Standing Charge Band 5,2020/04/01,2025/10/01,No,0,,,,,
SI0786,SI0786,IOS HH Legacy Meas Sew WaterCare Fixed NSW - Band 1 - Single,SWW,SIF154,IS01,,,,WaterCare Sew 2 Standing Charge Band 1,2020/04/01,2025/10/01,No,0,,,,,
SI0787,SI0787,IOS HH Legacy Meas Sew WaterCare Fixed NSW - Band 2 - Single,SWW,SIF154,IS01,,,,WaterCare Sew 2 Standing Charge Band 2,2020/04/01,2025/10/01,No,0,,,,,
SI0788,SI0788,IOS HH Legacy Meas Sew WaterCare Fixed NSW - Band 3 - Single,SWW,SIF154,IS01,,,,WaterCare Sew 2 Standing Charge Band 3,2020/04/01,2025/10/01,No,0,,,,,
SI0789,SI0789,IOS HH Legacy Meas Sew WaterCare Fixed NSW - Band 4 - Single,SWW,SIF154,IS01,,,,WaterCare Sew 2 Standing Charge Band 4,2020/04/01,2025/10/01,No,0,,,,,
SI0790,SI0790,IOS HH Legacy Meas Sew WaterCare Fixed NSW - Band 5 - Single,SWW,SIF154,IS01,,,,WaterCare Sew 2 Standing Charge Band 5,2020/04/01,2025/10/01,No,0,,,,,
SI0791,SI0791,IOS HH Legacy Meas Sew WaterCare Fixed SWD - Band 1 - Dual,SWW,SIF155,IS01,,,,WaterCare Sew 1 Standing Charge Band 1,2020/04/01,2025/10/01,No,0,,,,,
SI0792,SI0792,IOS HH Legacy Meas Sew WaterCare Fixed SWD - Band 2 - Dual,SWW,SIF155,IS01,,,,WaterCare Sew 1 Standing Charge Band 2,2020/04/01,2025/10/01,No,0,,,,,
SI0793,SI0793,IOS HH Legacy Meas Sew WaterCare Fixed SWD - Band 3 - Dual,SWW,SIF155,IS01,,,,WaterCare Sew 1 Standing Charge Band 3,2020/04/01,2025/10/01,No,0,,,,,
SI0794,SI0794,IOS HH Legacy Meas Sew WaterCare Fixed SWD - Band 4 - Dual,SWW,SIF155,IS01,,,,WaterCare Sew 1 Standing Charge Band 4,2020/04/01,2025/10/01,No,0,,,,,
SI0795,SI0795,IOS HH Legacy Meas Sew WaterCare Fixed SWD - Band 5 - Dual,SWW,SIF155,IS01,,,,WaterCare Sew 1 Standing Charge Band 5,2020/04/01,2025/10/01,No,0,,,,,
SI0796,SI0796,IOS HH Legacy Meas Sew WaterCare Fixed SWD - Band 1 - Single,SWW,SIF156,IS01,,,,WaterCare Sew 1 Standing Charge Band 1,2020/04/01,2025/10/01,No,0,,,,,
SI0797,SI0797,IOS HH Legacy Meas Sew WaterCare Fixed SWD - Band 2 - Single,SWW,SIF156,IS01,,,,WaterCare Sew 1 Standing Charge Band 2,2020/04/01,2025/10/01,No,0,,,,,
SI0798,SI0798,IOS HH Legacy Meas Sew WaterCare Fixed SWD - Band 3 - Single,SWW,SIF156,IS01,,,,WaterCare Sew 1 Standing Charge Band 3,2020/04/01,2025/10/01,No,0,,,,,
SI0799,SI0799,IOS HH Legacy Meas Sew WaterCare Fixed SWD - Band 4 - Single,SWW,SIF156,IS01,,,,WaterCare Sew 1 Standing Charge Band 4,2020/04/01,2025/10/01,No,0,,,,,
SI0800,SI0800,IOS HH Legacy Meas Sew WaterCare Fixed SWD - Band 5 - Single,SWW,SIF156,IS01,,,,WaterCare Sew 1 Standing Charge Band 5,2020/04/01,2025/10/01,No,0,,,,,
SI0801,SI0801,IOS HH Legacy Meas Wat WaterCare Fixed - Band 1 - Dual,SWW,SIF161,IS01,,,,WaterCare Water Standing Charge Band 1,2020/04/01,2025/10/01,No,0,,,,,
SI0802,SI0802,IOS HH Legacy Meas Wat WaterCare Fixed - Band 2 - Dual,SWW,SIF161,IS01,,,,WaterCare Water Standing Charge Band 2,2020/04/01,2025/10/01,No,0,,,,,
SI0803,SI0803,IOS HH Legacy Meas Wat WaterCare Fixed - Band 3 - Dual,SWW,SIF161,IS01,,,,WaterCare Water Standing Charge Band 3,2020/04/01,2025/10/01,No,0,,,,,
SI0804,SI0804,IOS HH Legacy Meas Wat WaterCare Fixed - Band 4 - Dual,SWW,SIF161,IS01,,,,WaterCare Water Standing Charge Band 4,2020/04/01,2025/10/01,No,0,,,,,
SI0805,SI0805,IOS HH Legacy Meas Wat WaterCare Fixed - Band 5 - Dual,SWW,SIF161,IS01,,,,WaterCare Water Standing Charge Band 5,2020/04/01,2025/10/01,No,0,,,,,
SI0806,SI0806,IOS HH Legacy Meas Wat WaterCare Fixed - Band 1 - Single,SWW,SIF162,IS01,,,,WaterCare Water Standing Charge Band 1,2020/04/01,2025/10/01,No,0,,,,,
SI0807,SI0807,IOS HH Legacy Meas Wat WaterCare Fixed - Band 2 - Single,SWW,SIF162,IS01,,,,WaterCare Water Standing Charge Band 2,2020/04/01,2025/10/01,No,0,,,,,
SI0808,SI0808,IOS HH Legacy Meas Wat WaterCare Fixed - Band 3 - Single,SWW,SIF162,IS01,,,,WaterCare Water Standing Charge Band 3,2020/04/01,2025/10/01,No,0,,,,,
SI0809,SI0809,IOS HH Legacy Meas Wat WaterCare Fixed - Band 4 - Single,SWW,SIF162,IS01,,,,WaterCare Water Standing Charge Band 4,2020/04/01,2025/10/01,No,0,,,,,
SI0810,SI0810,IOS HH Legacy Meas Wat WaterCare Fixed - Band 5 - Single,SWW,SIF162,IS01,,,,WaterCare Water Standing Charge Band 5,2020/04/01,2025/10/01,No,0,,,,,
SI0811,SI0811,IOS HH Legacy Meas Sew WaterCare Volume NSW - Band 1,SWW,SIF159,IS01,,,,WaterCare Sew 2 Volume Charge Band 1,2020/04/01,2025/10/01,No,0,,,,,
SI0812,SI0812,IOS HH Legacy Meas Sew WaterCare Volume NSW - Band 2,SWW,SIF159,IS01,,,,WaterCare Sew 2 Volume Charge Band 2,2020/04/01,2025/10/01,No,0,,,,,
SI0813,SI0813,IOS HH Legacy Meas Sew WaterCare Volume NSW - Band 3,SWW,SIF159,IS01,,,,WaterCare Sew 2 Volume Charge Band 3,2020/04/01,2025/10/01,No,0,,,,,
SI0814,SI0814,IOS HH Legacy Meas Sew WaterCare Volume NSW - Band 4,SWW,SIF159,IS01,,,,WaterCare Sew 2 Volume Charge Band 4,2020/04/01,2025/10/01,No,0,,,,,
SI0815,SI0815,IOS HH Legacy Meas Sew WaterCare Volume NSW - Band 5,SWW,SIF159,IS01,,,,WaterCare Sew 2 Volume Charge Band 5,2020/04/01,2025/10/01,No,0,,,,,
SI0816,SI0816,IOS HH Legacy Meas Sew WaterCare Volume SWD - Band 1,SWW,SIF160,IS01,,,,WaterCare Sew 1 Volume Charge Band 1,2020/04/01,2025/10/01,No,0,,,,,
SI0817,SI0817,IOS HH Legacy Meas Sew WaterCare Volume SWD - Band 2,SWW,SIF160,IS01,,,,WaterCare Sew 1 Volume Charge Band 2,2020/04/01,2025/10/01,No,0,,,,,
SI0818,SI0818,IOS HH Legacy Meas Sew WaterCare Volume SWD - Band 3,SWW,SIF160,IS01,,,,WaterCare Sew 1 Volume Charge Band 3,2020/04/01,2025/10/01,No,0,,,,,
SI0819,SI0819,IOS HH Legacy Meas Sew WaterCare Volume SWD - Band 4,SWW,SIF160,IS01,,,,WaterCare Sew 1 Volume Charge Band 4,2020/04/01,2025/10/01,No,0,,,,,
SI0820,SI0820,IOS HH Legacy Meas Sew WaterCare Volume SWD - Band 5,SWW,SIF160,IS01,,,,WaterCare Sew 1 Volume Charge Band 5,2020/04/01,2025/10/01,No,0,,,,,
SI0821,SI0821,IOS HH Legacy Meas Wat WaterCare Volume - Band 1,SWW,SIF163,IS01,,,,WaterCare Water Volume Charge Band 1,2020/04/01,2025/10/01,No,0,,,,,
SI0822,SI0822,IOS HH Legacy Meas Wat WaterCare Volume - Band 2,SWW,SIF163,IS01,,,,WaterCare Water Volume Charge Band 2,2020/04/01,2025/10/01,No,0,,,,,
SI0823,SI0823,IOS HH Legacy Meas Wat WaterCare Volume - Band 3,SWW,SIF163,IS01,,,,WaterCare Water Volume Charge Band 3,2020/04/01,2025/10/01,No,0,,,,,
SI0824,SI0824,IOS HH Legacy Meas Wat WaterCare Volume - Band 4,SWW,SIF163,IS01,,,,WaterCare Water Volume Charge Band 4,2020/04/01,2025/10/01,No,0,,,,,
SI0825,SI0825,IOS HH Legacy Meas Wat WaterCare Volume - Band 5,SWW,SIF163,IS01,,,,WaterCare Water Volume Charge Band 5,2020/04/01,2025/10/01,No,0,,,,,
SI0826,SI0826,IOS HH Legacy Unm Sew WaterCare NSW - 1 Occ Band 1 - Dual,SWW,SIF164,IS01,,,,WaterCare Sewerage-One Person NSW Band 1,2020/04/01,2025/10/01,No,0,,,,,
SI0827,SI0827,IOS HH Legacy Unm Sew WaterCare NSW - 1 Occ Band 2 - Dual,SWW,SIF164,IS01,,,,WaterCare Sewerage-One Person NSW Band 2,2020/04/01,2025/10/01,No,0,,,,,
SI0828,SI0828,IOS HH Legacy Unm Sew WaterCare NSW - 1 Occ Band 3 - Dual,SWW,SIF164,IS01,,,,WaterCare Sewerage-One Person NSW Band 3,2020/04/01,2025/10/01,No,0,,,,,
SI0829,SI0829,IOS HH Legacy Unm Sew WaterCare NSW - 1 Occ Band 4 - Dual,SWW,SIF164,IS01,,,,WaterCare Sewerage-One Person NSW Band 4,2020/04/01,2025/10/01,No,0,,,,,
SI0830,SI0830,IOS HH Legacy Unm Sew WaterCare NSW - 1 Occ Band 5 - Dual,SWW,SIF164,IS01,,,,WaterCare Sewerage-One Person NSW Band 5,2020/04/01,2025/10/01,No,0,,,,,
SI0831,SI0831,IOS HH Legacy Unm Sew WaterCare NSW - 2 Occ Band 1 - Dual,SWW,SIF164,IS01,,,,WaterCare Sewerage-Two Person NSW Band 1,2020/04/01,2025/10/01,No,0,,,,,
SI0832,SI0832,IOS HH Legacy Unm Sew WaterCare NSW - 2 Occ Band 2 - Dual,SWW,SIF164,IS01,,,,WaterCare Sewerage-Two Person NSW Band 2,2020/04/01,2025/10/01,No,0,,,,,
SI0833,SI0833,IOS HH Legacy Unm Sew WaterCare NSW - 2 Occ Band 3 - Dual,SWW,SIF164,IS01,,,,WaterCare Sewerage-Two Person NSW Band 3,2020/04/01,2025/10/01,No,0,,,,,
SI0834,SI0834,IOS HH Legacy Unm Sew WaterCare NSW - 2 Occ Band 4 - Dual,SWW,SIF164,IS01,,,,WaterCare Sewerage-Two Person NSW Band 4,2020/04/01,2025/10/01,No,0,,,,,
SI0835,SI0835,IOS HH Legacy Unm Sew WaterCare NSW - 2 Occ Band 5 - Dual,SWW,SIF164,IS01,,,,WaterCare Sewerage-Two Person NSW Band 5,2020/04/01,2025/10/01,No,0,,,,,
SI0836,SI0836,IOS HH Legacy Unm Sew WaterCare NSW - Multi Occ Band 1 - Dual,SWW,SIF164,IS01,,,,WaterCare Sewerage-Multi Occ NSW Band 1,2020/04/01,2025/10/01,No,0,,,,,
SI0837,SI0837,IOS HH Legacy Unm Sew WaterCare NSW - Multi Occ Band 2 - Dual,SWW,SIF164,IS01,,,,WaterCare Sewerage-Multi Occ NSW Band 2,2020/04/01,2025/10/01,No,0,,,,,
SI0838,SI0838,IOS HH Legacy Unm Sew WaterCare NSW - Multi Occ Band 3 - Dual,SWW,SIF164,IS01,,,,WaterCare Sewerage-Multi Occ NSW Band 3,2020/04/01,2025/10/01,No,0,,,,,
SI0839,SI0839,IOS HH Legacy Unm Sew WaterCare NSW - Multi Occ Band 4 - Dual,SWW,SIF164,IS01,,,,WaterCare Sewerage-Multi Occ NSW Band 4,2020/04/01,2025/10/01,No,0,,,,,
